gid,lbl,val,lon,lat,����ȸ����,�ְ�����
마라4391,"17390.00",17390.0000000000000000000000000000000,129.0765185000,35.2086016400,0.000000000000000,1323.000000000000000
마라2085,N/A,0.0000000000000000000000000000000,128.8230248000,35.1575394400,0.000000000000000,0.000000000000000
마라5691,N/A,0.0000000000000000000000000000000,129.2192841000,35.2066581100,0.000000000000000,3.000000000000000
마라4386,"2283.00",2283.0000000000000000000000000000000,129.0756481000,35.1635329200,0.000000000000000,287.000000000000000
마라4593,"8481.00",8481.0000000000000000000000000000000,129.0988369000,35.2263407800,0.000000000000000,1131.000000000000000
마라3479,"16482.00",16482.0000000000000000000000000000000,128.9757180000,35.1016781200,0.000000000000000,1350.000000000000000
마라3290,"85.00",85.0000000000000000000000000000000,128.9555456000,35.2011005200,0.000000000000000,26.000000000000000
마라2184,"6735.00",6735.0000000000000000000000000000000,128.8338545000,35.1484043000,0.000000000000000,91.000000000000000
마라2278,"40.00",39.9999999999999928945726423989981,128.8439412000,35.0941943300,0.000000000000000,0.000000000000000
마라5487,"39.00",39.0000000000000000000000000000000,129.1965713000,35.1709152900,0.000000000000000,58.000000000000000
마마4400,"195.00",195.0000000000000000000000000000000,129.0890835000,35.2895804700,0.000000000000000,86.000000000000000
마라3683,"1908.00",1908.0000000000000000000000000000000,128.9983153000,35.1374657600,0.000000000000000,12.000000000000000
마마4602,"412.00",412.0000000000000000000000000000000,129.1114274000,35.3073164000,0.000000000000000,231.000000000000000
마라4685,"15305.00",15305.0000000000000000000000000000000,129.1083996000,35.1540864300,0.000000000000000,1009.000000000000000
마라5791,"6.00",6.0000000000000000000000000000000,129.2302655000,35.2065016400,0.000000000000000,3.000000000000000
마라2183,"19.00",19.0000000000000000000000000000000,128.8337074000,35.1393895200,0.000000000000000,8.000000000000000
마라2384,"13.00",13.0000000000000000000000000000000,128.8558055000,35.1481606300,0.000000000000000,0.000000000000000
마라2685,"259.00",259.0000000000000000000000000000000,128.8888848000,35.1568022300,0.000000000000000,216.000000000000000
마라3091,"227.00",227.0000000000000000000000000000000,128.9337398000,35.2103769000,0.000000000000000,59.000000000000000
마마4904,"8.00",8.0000000000000000000000000000000,129.1447790000,35.3248987400,0.000000000000000,11.000000000000000
마라2185,"178.00",178.0000000000000000000000000000000,128.8340016000,35.1574190600,0.000000000000000,3.000000000000000
마라4475,"2034.00",2034.0000000000000000000000000000000,129.0847031000,35.0642377400,0.000000000000000,564.000000000000000
마라3797,"3420.00",3420.0000000000000000000000000000000,129.0116255000,35.2635255700,0.000000000000000,15.000000000000000
마라4492,"24841.00",24841.0000000000000000000000000000000,129.0876765000,35.2174717600,0.000000000000000,1056.000000000000000
마라3579,"18602.00",18602.0000000000000000000000000000000,128.9866866000,35.1015440900,0.000000000000000,1676.000000000000000
마라3688,"10246.00",10246.0000000000000000000000000000000,128.9991422000,35.1825363000,0.000000000000000,44.000000000000000
마마5203,"5705.00",5705.0000000000000000000000000000000,129.1775859000,35.3154322000,0.000000000000000,258.000000000000000
마라2382,"46.00",46.0000000000000000000000000000000,128.8555065000,35.1301312200,0.000000000000000,19.000000000000000
마라3475,"12501.00",12501.0000000000000000000000000000000,128.9750686000,35.0656208500,0.000000000000000,115.000000000000000
마마5401,"50.00",50.0000000000000000000000000000000,129.1992013000,35.2970989900,0.000000000000000,37.000000000000000
마라2680,"3508.00",3508.0000000000000000000000000000000,128.8881194000,35.1117293000,0.000000000000000,432.000000000000000
마라4898,N/A,0.0000000000000000000000000000000,129.1326943000,35.2709679500,0.000000000000000,0.000000000000000
마마4600,"537.00",537.0000000000000000000000000000000,129.1110700000,35.2892895600,0.000000000000000,311.000000000000000
